,Dahiti_ID,Longitude,Latitude
0,22162,90.5125,23.7753
1,10888,89.7688,24.1398
2,10889,89.7436,24.0488
3,17217,89.8148,23.7638
4,11161,91.2447,24.576
5,11194,91.7702,24.6196
6,11198,91.4632,24.6876
7,13084,90.9214,23.972
8,22142,90.7793,23.866
