,Dahiti_ID,Longitude,Latitude,oldest_date,latest_date,Min_Height,MinHeight_Datetime,MinHeight_Error,Max_Height,MaxHeight_Datetime,MaxHeight_Error
0,110,37.3,11.95,1992-09-26 19:10:13,2024-04-12 07:38:05,1784.765,2003-06-18 00:00:00,0.0,1788.458,2020-09-20 19:23:58,0.003
